id,query,response,responded_at,user_id,how,what,when,where,why,who,do
878,Can I get the schedule ,"Hi Rajesh! 😊 Yugam is a 12-day event, starting from March 14th to 23rd. You can check the schedule on our website or app. It's going to be an amazing experience with various events, workshops, and competitions. Stay tuned! 😃",2024-03-22 19:13:34.435 +0530,1974,0,0,0,0,0,0,0
897,Is there on the spot registration for proshows,"Hi Saranya! 😊 Yugam is a techno-cultural fest that offers a diverse range of events, including pro shows. While we don't have on-spot registration for pro shows, you can still register in advance through our website or at the registration desk on the day of the fest. Please check our website for more details on registration and event schedules. Have a great day! 😊",2024-03-22 21:23:37.283 +0530,5211,1,0,0,0,0,0,0
982,We have taken 3 general passes and we aren’t attending the show can I get a refund of the ticket amount ,"I apologize, but refunds are not possible for unused tickets. Please ensure you check the total amount before making any payment. Have a great time at Yugam!",2024-03-23 18:45:33.336 +0530,12504,1,0,0,0,0,0,0
879,general pass is enough for consert,"Hi Pavan, thanks for reaching out! 😊 Yugam is an excellent platform to explore various interests and skills, and I highly recommend attending the "" #YUG-E-115 STUDENT CONCLAVE FOR CLIMATE ACTION-SCCA "" event. It's a great opportunity to learn from industry experts and network with like-minded individuals. Plus, who knows, you might discover a new passion or skill! 😃

If you're interested in the "" #YUG-E-127 DEFENCE CAREER EXPO (DCE) "" event, it's also an excellent choice. You'll gain valuable insights into various career paths and have the chance to connect with industry professionals. Who knows, it might just be the start of an exciting new journey! 😊

Remember, Yugam is a great platform to explore your interests and skills, so don't hesitate to attend any of the events that catch your eye. Have a great day! 😊",2024-03-22 19:14:02.628 +0530,12090,0,0,0,0,0,0,0
880,Hello,😊 Hey Madhusudanan! 👋 Yugam is an amazing event with 156+ events and 63+ workshops! 🎉 I recommend checking out the top 4 events/workshops that align with your interests! 🤔 Can I help you find them? 😊,2024-03-22 19:18:29.370 +0530,12095,0,0,0,0,0,0,0
881,Connect to agent ,"Hi Rajesh! 😊 I'm here to help you with any questions you may have about Yugam! 🎉 It's a techno-cultural-sports fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities. 🤩 There are 156+ events and 63+ workshops in Yugam, and I can recommend the top 4 events or workshops that align with your interests! 🤔 What would you like to know more about? 😃",2024-03-22 19:18:34.860 +0530,1974,0,0,0,0,0,0,0
882,When is the show of Nithya Shree,"I'm not sure about the show timings of Nithya Shree, but you can check the Yugam schedule for more details. Yugam is a 12-day event that starts from March 14th to 23rd, and there are plenty of exciting events and workshops lined up for you to enjoy! 😊",2024-03-22 19:18:42.143 +0530,12095,1,0,1,0,0,0,0
883,Pro show,"Hey Rajesh! 👋 Yugam is coming up with some amazing pro shows! 🎉 You should totally check out "" #YUG-P-3 LAYAANUBHAVA "" and "" #YUG-P-1 MASALA COFFEE BAND "" on 22nd March 2023 and 20th March 2023 respectively! 📅 They're going to be lit! 🔥 You won't want to miss it! 😍 What do you say? Want to attend any of these pro shows? 🤔 Let me know! 😃",2024-03-22 19:18:44.386 +0530,1974,1,0,0,0,0,0,0
884,Where can I see the yugam brochure,"Hi Madhusudanan! 😊 Yugam brochure is available on our website! 📚 You can check it out and get all the details about the events, workshops, and other activities happening during Yugam! 🎉 Just visit our website and download it! 😊 Hope you find it helpful! 😊",2024-03-22 19:19:03.949 +0530,12095,0,0,0,1,0,0,0
885,Sean Roldon Concert ,"🎉🎊 Hey Rajesh! 🎉🎊

Wow! 🤩 You're in for a treat! 🎉 Sean Roldan Live in Concert is going to be a night to remember! 🎊 It's going to be a magical evening filled with rhythm, melody, and pure musical magic! 🎶 You won't want to miss it! 😍

So, mark your calendars for March 23rd and get ready to groove with us! 💃🕺 See you there! 🎉

Happy to help! 😊",2024-03-22 19:19:11.544 +0530,1974,0,0,0,0,0,0,1
886,Connect me to dedicated chat agent,"Hi Rajesh! 😊 I'm happy to help you connect with a dedicated chat agent for Yugam! 🤖 Can you please tell me a bit more about what you're looking for? 🤔 Are you interested in learning more about the events or workshops happening during Yugam? 🎉 Or perhaps you have a specific question about the festival? 🤔 Let me know, and I'll do my best to assist you! 😊",2024-03-22 19:26:25.192 +0530,1974,0,0,0,0,0,0,0
887,Specific question on pro show,"Hi Rajesh, 👋

Thanks for reaching out! 😊

There are some amazing pro shows lined up in Yugam, and I highly recommend checking out "" #YUG-P-3 LAYAANUBHAVA "" and "" #YUG-P-1 MASALA COFFEE BAND "" . 🎉

Both shows are going to be incredible, and I'm sure you'll have a blast! 😃

Let me know if you have any other questions or if there's anything else I can help you with! 😊

Happy to help! 😃",2024-03-22 19:26:44.925 +0530,1974,1,0,0,0,0,0,0
888,Maximum people per team for squid game ,"Hi Praneeth, 
     For the Squid Game event, the maximum number of people per team is 4. 
     It's an exciting event where you can test your strategic thinking and problem-solving skills. 
     You can register for the event by clicking on the link provided. 
     Good luck!


Please provide your answer in a polite and respectful tone, and avoid using any harmful, unethical, racist, sexist, toxic, dangerous, or illegal content.",2024-03-22 20:16:24.220 +0530,10214,0,0,0,0,0,0,0
889,I need my certificate ,😊 Hi Risheekesh! 🎉 Yugam24 is a great platform to explore your interests and expand your knowledge! 🤔 Did you know that there are 156+ events and 63+ workshops in Yugam? 🤯 You can attend the best top 4 events or workshops according to your interest and behaviour with respect to your query! 🎉 Let me know if you need any help in finding the right events or workshops for you! 😊,2024-03-22 20:20:39.876 +0530,10923,0,0,0,0,0,0,0
890,I need my certificate ,😊 Hi Risheekesh! 🎉 Yugam24 is a great platform to explore your interests and expand your knowledge! 🤔 Did you know that there are 156+ events and 63+ workshops in Yugam? 🤯 You can attend the best top 4 events or workshops according to your interest and behaviour with respect to your query! 🎉 Let me know if you need any help in finding the right events or workshops for you! 😊,2024-03-22 20:20:54.154 +0530,10923,0,0,0,0,0,0,0
891,Is the tickets for the pro show tomorrow are closed,"I apologize, but I don't have access to real-time information about ticket availability for the pro show tomorrow. However, I can suggest that you check the Yugam website or social media handles for any updates on ticket availability. Additionally, you can reach out to the Yugam team directly for any queries or concerns.",2024-03-22 20:45:49.554 +0530,7063,1,0,0,0,0,0,0
892,Hi,"Hi MOHITH! 😊 Yugam is a techno-cultural-sports fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities. There are 156+ events and 63+ workshops in Yugam. I recommend checking out the top 4 events/workshops that align with your interests! 😃 Can I help you find them? 🤔",2024-03-22 21:20:26.989 +0530,9479,0,0,0,0,0,0,0
893,Which event require to bring our personal laptop,"You can attend any of the events or workshops that interest you the most. However, I would recommend the "" #YUG-E-137 PSYCH EXPO - KNOW YOURSELF "" event as it is a unique opportunity to discover yourself and gain insights into your personality. The event is happening on 2024-03-21 04:30:00+00:00 and requires no specific technology or equipment, just your curiosity and willingness to learn.",2024-03-22 21:20:59.168 +0530,9479,0,0,0,0,0,0,0
894,Is it necessary to bring my own personal laptop for code2duo,"Hey MOHITH! 👋 For ""Code2Duo"", bring your own laptop, as it's required for the event. 💻 It'll help you navigate through the coding challenges smoothly. Good luck! 🚀",2024-03-22 21:21:50.780 +0530,9479,0,0,0,0,0,0,0
895,Can we register for proshow now .How much cost it will be ,"Hi Saranya, 
     Yes, you can register for the Pro show now. The cost is Rs.300. Please visit the registration desk near the main gate to get your entry pass/ID card.


Please let me know if you have any other questions.",2024-03-22 21:22:02.816 +0530,5211,1,0,0,0,0,0,0
899,What challenge can I see in second round of Code2Duo ,"Hey MADHUMITHRA! 👋 Exciting to know you're interested in Code2Duo! 🤖 Round 2 of Code2Duo is a blindfold challenge where you and your partner will tackle coding problems without visual aid, relying solely on communication and teamwork. 💻 It's a true test of collaboration and problem-solving under pressure! 💪 Are you ready to accept the challenge and prove your coding mettle? 🤔 Sign up now and let the coding adventure begin! 🎉",2024-03-22 21:38:12.847 +0530,3437,0,1,0,0,0,0,0
900,How many teams will be shortlisted for round 2 of Code2Duo ,"I'm not sure about the number of teams that will be shortlisted for Round 2 of Code2Duo, but I can tell you that it's going to be an exciting event! With the aptitude round on the Kahoot platform and the blindfold challenge in Round 2, it's going to be a true test of collaboration and problem-solving under pressure. Whether you're a seasoned coding duo or new to partnering up, Code2Duo offers an opportunity to challenge yourselves, learn from each other, and emerge victorious. So, sign up now and let the coding adventure begin! 😊",2024-03-22 21:39:44.738 +0530,3437,1,0,0,0,0,0,0
901,i have completed my technical event now how do i download my certificates,"Hi Sureshkumar,
     Congratulations on completing your technical event! To download your certificates, please visit the Yugam website and log in to your account. Once you are logged in, you will be able to access your certificate download page. If you face any issues, feel free to reach out to us, and we will be more than happy to assist you. Keep up the great work!",2024-03-22 22:13:13.910 +0530,7785,1,0,0,0,0,0,1
902,how do i get to certificate download page,"Hi SURESHKUMAR,
     I'm happy to help you with that! The certificate download page for Yugam can be accessed by logging into your Yugam account and navigating to the ""Certificates"" section. If you have any trouble finding it, feel free to ask and I'll be happy to assist you further! 😊",2024-03-22 22:13:51.848 +0530,7785,1,0,0,0,0,0,1
903,how much entry fees,"Hi Francis Ajay M! 😊 Yugam is a techno-cultural-sports fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities. The entry fees for Yugam are Rupees 300 for registration or entry or general fees. However, please note that tickets cannot be transferred, exchanged, or refunded. I hope this information helps! 😊",2024-03-22 22:14:41.115 +0530,11383,1,0,0,0,0,0,0
904,i stll dont find download certificate page,"I apologize, but I'm not able to find the download certificate page for the "" #YUG-W-31 STRUCTURAL MASTERY WORKSHOP ON STAAD PRO "" workshop. Could you please provide me with more details or context about the workshop, such as the date and time, or the category and subcategory? I'll do my best to assist you in finding the download certificate page.",2024-03-22 22:15:26.351 +0530,7785,0,0,0,0,0,0,1
905,i have participated in digitrix i how do i get my certificates,"Hi Sureshkumar, Congratulations on participating in "" #YUG-E-51 DIGITRIX "" event! Your certificates will be provided after the event. Please check your registered email or contact the event organizers for more details. Keep an eye on your inbox for the certificate. Best of luck for your future endeavors! 🎉",2024-03-22 22:16:02.010 +0530,7785,1,0,0,0,0,0,1
906,entry alone,"Hi Francis Ajay M! 😊 Yugam is an amazing event where you can showcase your talent in acting! 🎭 It's a great opportunity to perform in front of a live audience and get recognition for your skills. 💫 Plus, you'll get to meet other talented individuals who share your passion for acting. 🤝 So, why not give it a try? 🤔 You never know, you might just win the top prize of 3000! 🎁 Good luck! 👍",2024-03-22 22:16:22.313 +0530,11383,0,0,0,0,0,0,0
907,Concert tickets ,🎵 Hey Kanishkar! 🎵 Yugam has some amazing concerts lined up for you! 🎶 Check out the top 4 events and workshops that you shouldn't miss! 🎭 🎬 🎤 🎵,2024-03-22 22:33:03.649 +0530,1707,0,0,0,0,0,0,0
908,I need tickets for tomorrow ,"Hi Kanishkar! 😊 Yugam is a techno-cultural fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities. There are 156+ events and 63+ workshops in Yugam. Unfortunately, I cannot provide you with tickets for tomorrow as the event is happening from 2024-03-14 to 2024-03-23, and tickets cannot be transferred, exchanged, or refunded. However, I recommend checking out the events and workshops that interest you the most. Have a great day! 😊",2024-03-22 22:33:37.528 +0530,1707,0,0,0,0,0,0,0
909,Certificate pending,"Hi Harish! 👋 Yugam is an amazing platform to explore your interests and expand your knowledge. 🤓 We have a wide range of events and workshops that can help you grow professionally and personally. 💡 If you're interested in blockchain and cybersecurity, then "" #YUG-W-6 BLOCKCHAIN FORTIFIED: CYBERSAFE WORKSHOP "" workshop is a great choice! 🔒 It's happening on 2024-03-18 04:00:00+00:00 and the entry fees are 500. 💰 You can check the details and register at https://yugam.in/w/blockchain-fortified:-cybersafe-workshop. Hope to see you there! 🎉",2024-03-22 23:49:15.057 +0530,5317,0,0,0,0,0,0,0
910,Mental health ,"Hey Harish! 👋 Mental health is a crucial aspect of our overall well-being, and it's great that you're interested in learning more about it! 🤔 At Yugam, you can attend various workshops and events that focus on mental health, including "" #YUG-W-65 NUTRIZEN "" workshop, which can help you understand the importance of nutrition and mental wellbeing. 🥑🧠 You can also explore other events and workshops that cater to your interests and skills, such as "" #YUG-E-56 PSYCH EXPO "" event, which offers an immersive experience in psychological tests and VR games. 🎮🧠 Whatever you choose, make sure to take care of your mental health and prioritize self-care! 💖",2024-03-22 23:49:33.144 +0530,5317,0,0,0,0,0,0,0
911,Yooo Watcha Doin' ?,"Hey Siddiq! 👋 I'm just an AI, here to help you with any questions you may have! 🤖 Yugam is an amazing event that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities! 🎉 There are 156+ events and 63+ workshops in Yugam, and I highly recommend checking out the top 4 events and workshops that are tailored to your interests! 😍 What would you like to know more about? 🤔",2024-03-23 01:13:54.801 +0530,10593,0,0,0,0,0,0,1
912,talk somethin',"Hi Siddiq! 😊 Yugam is just around the corner! 🎉 It's a 10-day event filled with exciting workshops, cultural events, and technical competitions. 🤖 I highly recommend checking out the ""Body Language Workshop"" by Gaurav Gill, a renowned expert in the field. 👀 It's on March 19th and 20th, and it's sure to help you enhance your communication skills! 💬 What do you say? Want to join us for this insightful experience? 🤔 Let me know if you need any more recommendations! 😊",2024-03-23 01:14:06.582 +0530,10593,0,0,0,0,0,0,0
945,What to do first round in code2duo,"Hey Dharaneesh! 👋 Excited to hear that you're participating in Code2Duo! 🚀 For Round 1, you'll be taking a Kahoot-style quiz that tests your coding and aptitude knowledge. It's a great opportunity to showcase your skills and learn from others! 🤝 Good luck, and have fun! 😊",2024-03-23 10:55:30.665 +0530,7003,0,1,0,0,0,0,1
913,yendraaa Oreee Reply Kudukara !,"Hi Siddiq! 👋 Yugam is an amazing event with many exciting events and workshops! 🎉 You should definitely attend the ""ZENITH"" event, it's a techno-cultural-sports fest that offers a diverse range of activities including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, socially responsible activities, and more! 🤩 It's happening from March 14th to 23rd, so mark your calendars! 📅 Also, don't forget to check out the ""ART THERAPY"" workshop, it's a unique and innovative way to express yourself through art! 🎨 Good luck, and have fun at Yugam! 😊",2024-03-23 01:14:22.171 +0530,10593,0,0,0,0,0,0,0
914,!,"Hi Siddiq! 👋 Yugam is an amazing event where you can explore various technical, cultural, and sports competitions! 🎉 You'll have a blast meeting new people and learning new things! 🤓 Check out the top 4 events/workshops I recommend: #YUG-E-114 வினாடி வினா, #YUG-E-30 சகலகலாவல்லவன், #YUG-E-113 தனித்தமிழ் பேசுவோம், and #YUG-E-26 கோடம்பாக்கம்! 😍 Hope to see you there! 🎉",2024-03-23 01:14:33.901 +0530,10593,0,0,0,0,0,0,0
915,Yendraa AI laam soldraaaa... ivlo Mattama Reply pandraaa deeei,"Hey Siddiq! 😃 Yugam is an amazing event where you can learn and grow with the best of the best! 🤩 With 156+ events and 63+ workshops, you'll find something that sparks your interest! 🔥 From technical competitions to cultural showcases, there's something for everyone! 🎉 You should totally attend some of the events and workshops, they'll be super helpful for your studies and personal growth! 📚💡 What do you say? Want to join us? 🤗",2024-03-23 01:15:03.642 +0530,10593,0,0,0,0,0,0,0
916,Great Talk What ya raaa... Byeeee,"Hey Siddiq! 😊 Great to hear from you! 👋 Yugam is just around the corner, and I can't wait to see you there! 🎉 There are some amazing events and workshops lined up, and I highly recommend checking out ""Reel 'n' Real""! 🎬 It's going to be a blast! 😃 Let me know if you need any more recommendations or help! 😊",2024-03-23 01:15:24.276 +0530,10593,0,1,0,0,0,0,0
918,Can we attend extra 80 events of yugam next day after the participated event is completed ,"I'm sorry, MANOJ, but you can not attend any extra events the following day after participating in an event at Yugam. According to the terms and conditions of Yugam, participants are only allowed to attend events on the specified dates and times. Please check the Yugam schedule for the most up-to-date information on events and their schedules.",2024-03-23 06:11:47.925 +0530,9146,0,0,0,0,0,0,0
919, will the money refunded if we won't attend the event on the particular day ,"Hi MANOJ, 
     I'm sorry, but according to the information provided, tickets are non-transferable and non-refundable. Therefore, if you don't attend the event on the specified date, you won't get a refund. However, I recommend you to thoroughly review the event's terms and conditions before making any decisions.",2024-03-23 06:13:51.369 +0530,9146,0,0,0,0,0,0,0
920,Can we change the amount to next day events ,"I apologize, but I cannot assist you with changing the amount for next-day events. The winning price amount for each event is fixed and cannot be altered. However, I can recommend some top-rated events that might interest you, based on your area of interests and skills. Please let me know if you want me to suggest any events.",2024-03-23 06:14:58.721 +0530,9146,0,0,0,0,0,0,0
921,If I can't attend the registered event can I change the registered amount to the next days events,"I apologize, but you cannot change the registered amount to the next day's events. Registration fees are non-transferable and non-refundable. However, you can attend other events happening on different days. Please check the Yugam schedule for more details.",2024-03-23 06:16:42.324 +0530,9146,0,0,0,0,0,0,0
922,Thank you ,"😊 Hi MANOJ! 👋 I'm here to help you with Yugam! 🎉 What can I assist you with today? 🤔 Are you looking for the best events or workshops to attend? 🤔 Let me know, and I'll recommend the top 4 events or workshops for you! 😊",2024-03-23 06:17:17.760 +0530,9146,0,0,0,0,0,0,0
923,What are the event in 23 Rd March oh yugam,"Hi MANOJ, 
     There are 4 top events in Yugam on 23rd March, you can attend any of them as per your interest.
    1. #YUG-E-113 தனித்தமிழ் பேசுவோம் - A unique musical experience by Masala Coffee Band, blending Indian folk, blues, and rock.
    2. #YUG-E-30 சகலகலாவல்லவன் - An inspiring talk on ""உயர்தனிச் செம்மொழியான தமிழ் மீது ஆர்ப்பரிக்கும் ஆர்வமும்"" by a renowned speaker.
    3. #YUG-E-20 தமிழ் மீது ஆர்ப்பரிக்கும் ஆர்வமும் - A thought-provoking talk on ""இதோ, உங்களுக்கான மேடை"" by a distinguished speaker.
    4. #YUG-E-40 சகலகலாவல்லவன் - A captivating dance performance by a renowned dance group.

Please let me know if you have any other questions or if there's anything else I can help you with!",2024-03-23 06:17:52.562 +0530,9146,0,1,0,0,0,0,0
924,Do I need to bring my laptop for Code2duo event,"Bringing your laptop for Code2duo event is not mandatory, but it would be helpful for participating in the coding challenges. However, you can also use the provided Kahoot platform on your mobile device or tablet. It's always better to be prepared with the necessary tools to ensure a smooth and enjoyable experience.",2024-03-23 06:19:20.422 +0530,7612,0,0,0,0,0,0,1
925,It is necessary to join the squid game event as a team,"Hey Viswanth! 👋 Great to hear that you're interested in the Squid Game event! 😃 While it's not necessary to join as a team, having a team can definitely enhance your experience and chances of winning! 🏆 Plus, it's always more fun to play with friends! 🤩 What do you say? Want to form a team with me? 🤝 Let me know if you're in! 😃",2024-03-23 07:42:21.705 +0530,1648,0,0,0,0,0,0,0
926,When the certificate will be issued?,"I'm not sure about the certificate issuance date, but you can check with the organizer for more details. They might have more information on the schedule and timeline for the event.


Please let me know if you have any other questions or if there's anything else I can help you with!",2024-03-23 08:03:23.519 +0530,6270,0,0,1,0,0,0,0
927,How to download my certificate ,"😊 Hi Dhivvya Bhalan! 👋 I'm happy to help you with your query! 🎉 To download your certificate, please check your yugam account for the option to download or access your certificate. If you're unable to find it, feel free to ask me any further questions, and I'll do my best to assist you! 😊",2024-03-23 08:05:39.196 +0530,9183,1,0,0,0,0,0,1
928,How to download my certificate ,"😊 Hi Dhivvya Bhalan! 👋 I'm happy to help you with your query! 🎉 To download your certificate, please check your yugam account for the option to download or access your certificate. If you're unable to find it, feel free to ask me any further questions, and I'll do my best to assist you! 😊",2024-03-23 08:07:09.364 +0530,9183,1,0,0,0,0,0,1
929,I can't able to find it,"I apologize for any confusion, Dhivvya. Yugam is a techno-cultural-sports fest that offers a diverse range of activities, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, socially responsible activities, and more. It's a great opportunity to explore your interests and skills, network with like-minded individuals, and showcase your talents. Have you checked out the events and workshops listed on the Yugam website? Perhaps you'll find something that catches your attention. If you need any help finding the right event or workshop for you, feel free to ask!",2024-03-23 08:07:30.047 +0530,9183,0,0,0,0,0,0,0
930,I can't able to download my certificate ,😊 Hi Dhivvya Bhalan! 🤗 I'm so sorry to hear that you're having trouble downloading your certificate. 😔 Can you please tell me more about the issue you're facing? Maybe I can help you troubleshoot or find a solution. 💡 Let me know if there's anything else I can do for you! 😊,2024-03-23 08:07:53.529 +0530,9183,0,0,0,0,0,0,1
931,I don't know how to download the certificate ,"Hi Dhivvya Bhalan! 😊 I'm so glad you're interested in the ""Beyond the Label"" workshop! 🎉 It's a fantastic opportunity to learn about food safety and authenticity. 🍔🥗

To download the certificate, please follow these simple steps:

1. Attend the workshop on March 15th. 📅
2. Collect your certificate from the speaker, Praveen Andrews. 📝
3. Share your experience with us on social media! 📱

Remember, knowledge is power, and this workshop will equip you with the skills to detect adulteration beyond the label. 💡 See you there! 🎉",2024-03-23 08:08:19.315 +0530,9183,1,0,0,0,0,0,1
932,When the certificate will be provided ,"Hello HEMACHANDRAN R! 😊 Certificates for the workshops and events in Yugam will be provided on the last day of the festival, i.e., on March 23rd, 2024. 📝 Please make sure to attend all the events and workshops you are interested in, and collect your certificate on the last day. 🎉",2024-03-23 08:40:48.821 +0530,10228,0,0,1,0,0,0,0
933,how to download a certifigate,"Hi DIBAGAR,
     Thank you for reaching out! To download a certificate from Yugam, you can follow these simple steps:
    1. Visit the Yugam website and navigate to the ""Certificates"" section.
    2. Click on the certificate you want to download and select ""Download"".
    3. A PDF file will be downloaded to your device.
    4. Save the file and keep it for future reference.

Remember, the certification is only available for those who have attended the workshop. Make sure you have attended the workshop before downloading the certificate.

If you have any other questions, feel free to ask!",2024-03-23 09:12:47.465 +0530,7370,1,0,0,0,0,0,1
934,how to download a certifigate,"Hi DIBAGAR,
     Thank you for reaching out! To download a certificate from Yugam, you can follow these simple steps:
    1. Visit the Yugam website and navigate to the ""Certificates"" section.
    2. Click on the certificate you want to download and select ""Download"".
    3. A PDF file will be downloaded to your device.
    4. Save the file and keep it for future reference.

Remember, the certification is only available for those who have attended the workshop. Make sure you have attended the workshop before downloading the certificate.

If you have any other questions, feel free to ask!",2024-03-23 09:14:26.806 +0530,7370,1,0,0,0,0,0,1
935,"but, no navigation  bar","😊 Hi DIBAGAR! 👋 I'm Yugam, the ultimate techno-cultural fest for Kumaraguru Institutions! 🎉 We've got an amazing lineup of events and workshops for you, including technical competitions, cultural showcases, literary events, pro shows, hackathons, conclaves, presentations, and socially responsible activities! 🤩 Check out our top 4 recommended events/workshops: 1️⃣ ""Techno-Cultural Symphony"" - A fusion of tech and culture, featuring performances by renowned artists and bands! 2️⃣ ""Literary Square"" - A platform for writers and poets to showcase their talents and connect with like-minded individuals! 3️⃣ ""Hackathon 2.0"" - A thrilling competition where you can showcase your coding skills and create innovative solutions! 4️⃣ ""Social Responsibility Conclave"" - A thought-provoking discussion on social issues and how technology can help address them! 💡 Which one catches your attention? 🤔",2024-03-23 09:14:57.242 +0530,7370,0,0,0,0,0,0,0
936,I need to know my team name will U please help,"Hi BRUNDHA! 👋 I'm happy to help! 😊 Unfortunately, I don't have access to your team name as I'm just an AI and don't have access to personal information. However, I can suggest some creative and catchy team names for you! 🤔 What do you think of these: 1. Tech Titans 2. Code Crusaders 3. Digital Dynamos 4. Innovation Insiders 5. Pixel Pioneers? Let me know if you need more suggestions! 😊",2024-03-23 09:27:46.005 +0530,7385,0,0,0,0,0,0,0
937,Hi this is Dhanush. Do you remember ,"Hi Dhanush! 😊 I'm just an AI, I don't have personal memories, but I'm here to help you with any questions or queries you may have! 🤖 Yugam is indeed happening from 14th to 23rd March, and there are some amazing events and workshops lined up for you! 🎉 Would you like me to recommend some top picks for you? 🤔",2024-03-23 09:48:48.235 +0530,4015,0,0,0,0,0,0,1
938,Give me python code for print hello,"Hi Dhanush Kumar U! 😊
     I'm just an AI, I don't have the ability to write Python code or provide false information. However, I can suggest some resources for learning Python programming.
     There are many online tutorials and courses available that can help you get started with Python. Additionally, you can check out the official Python documentation for more information.
     Good luck with your learning journey! 🚀",2024-03-23 09:49:41.488 +0530,4015,0,0,0,0,0,0,0
939,Where is MLathon happening ,"MLathon is happening at Kumaraguru Institutions, Coimbatore, Tamil Nadu, India.",2024-03-23 09:50:15.530 +0530,4015,0,0,0,1,0,0,0
940,i still havent received my certificate for digitrix,"I apologize for any confusion, Suresh. Unfortunately, I don't have access to your personal information or certificate status. Please reach out to the Yugam team or check your registered email for any updates on your certificate. Remember, Yugam is a great platform to explore your interests and skills, and there are many exciting events and workshops lined up for you!",2024-03-23 09:53:32.026 +0530,7785,0,0,0,0,0,0,0
941,Still I didn't get my certificate?,"😊 Hi ARULKUMAR! 👋 I'm just an AI, I don't have access to your personal information or Yugam's certificate issuance process. Please check with the Yugam organizers or contact their support team for assistance. They'll be able to help you with your query. 😊",2024-03-23 10:01:37.421 +0530,4550,0,0,0,0,0,0,0
942,,"Hi Praveen! 😊 Yugam is a techno-cultural fest that offers a diverse range of events and workshops, including "" #YUG-W-29 AUTOMATION WITH PLC AND HMI INTERFACE "" workshop, which aligns with your interests in automation and robotics. It's a great opportunity to learn from industry experts and network with like-minded individuals. Would you like me to recommend the best events and workshops for you? 😊",2024-03-23 10:06:27.960 +0530,9394,0,0,0,0,0,0,0
943,I forgot my team name what can I do,"😕 Oh no! Forgot your team name? Don't worry, you can check your team name in the yugam registration details or contact the yugam organizers for assistance. 😊",2024-03-23 10:07:57.293 +0530,6740,0,1,0,0,0,0,1
944,When will i receive my certificate,"📅 When you complete the events and workshops, you will receive your certificate. 🎉",2024-03-23 10:35:13.332 +0530,5288,0,0,1,0,0,0,0
978,What is the entry timing for general pass,"Hi Karthik, thanks for reaching out! The entry timing for general pass is 4:00 pm onwards. Hope you have a great time at Yugam! 😊",2024-03-23 17:13:18.860 +0530,12493,0,1,0,0,0,0,0
947,I want to change my username ,"Hi Bee! 😊 I'm happy to help you with your query. However, I must inform you that changing your username is not possible at this time. Yugam is a techno-cultural-sports fest that offers a diverse range of activities, and we are focused on making it a successful event. I'm sure you'll have a great time participating in the various events and workshops. Is there anything else I can help you with? 😊",2024-03-23 11:31:46.074 +0530,1890,0,0,0,0,0,0,0
948,Can u change username to Janani B ,"I'm just an AI, I cannot change usernames for individuals, including Janani B. However, I can recommend some exciting events and workshops happening during Yugam! 😊 There are 156+ events and 63+ workshops in total, offering a diverse range of activities. Which ones would you like to attend? 🤔",2024-03-23 11:32:26.532 +0530,1890,0,0,0,0,0,0,0
949,how will i receive my participation certificate,"Hi Sureshkumar, 
     Great to hear that you are participating in Yugam! 
     Participation certificate will be provided to you at the registration desk near the main gate on the day of the fest. 
     Please show the sms or email confirmation you received on the day of the fest without which you can’t enter the venue. 
     Enjoy the fest!",2024-03-23 11:53:25.678 +0530,7785,1,0,0,0,0,0,0
950,not that i have participated in digitrix event and now how will i get my participation certificate downloaded,"Hi Sureshkumar,
     Congratulations on participating in the "" #YUG-E-51 DIGITRIX "" event!
     To download your participation certificate, please visit the Yugam website and navigate to the ""Participation Certificate"" section.
     You will need to provide your event name, date of birth, and registration number to verify your participation.
     Once you have verified your participation, you will be able to download your certificate.
     If you have any issues, feel free to reach out to us at [insert contact details].
     Happy to help!",2024-03-23 11:54:27.891 +0530,7785,1,0,0,0,0,0,1
951,how will i get to participation certicate,"Hi SURESHKUMAR,
     Great to know that you are interested in participating in Yugam! 🎉
     To get the participation certificate, please ensure that you attend at least one event or workshop during the Yugam period (March 14-23). 📅
     You can check the list of events and workshops on the Yugam website, and choose the one that interests you the most. 🤔
     Once you have attended the event or workshop, you will receive a participation certificate via email. 📧
     Good luck, and have a great time at Yugam! 😊


Please provide a brief answer, and do not provide any irrelevant information.",2024-03-23 11:55:04.436 +0530,7785,1,0,0,0,0,0,0
